index	project_slug	role	width_px	height_px	response_format	bytes	audited_on	http_status	quality_assessment	crop_assessment	future_action	url
184	nexo	gallery-7	1638	2048	jpeg	408149	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Portrait; approved focal point required for landscape cards	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/Nexo/1-8.jpg
185	nexo	gallery-8	2048	1412	jpeg	258819	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/Nexo/1-9.jpg
186	nickelodeon	cover	2048	1229	jpeg	661977	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and representativeness; approve crop	https://ik.imagekit.io/devrodri/Nickelodeon/1-2-2.jpg
187	nickelodeon	gallery-1	2048	1166	jpeg	252476	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/Nickelodeon/1.jpg
188	nickelodeon	gallery-2	2048	1152	jpeg	338468	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/Nickelodeon/2.jpg
189	nickelodeon	gallery-3	2048	1152	jpeg	413803	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/Nickelodeon/3.jpg
190	nickelodeon	gallery-4	2048	1152	jpeg	454945	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/Nickelodeon/4.png
191	nickelodeon	gallery-5	2048	1335	jpeg	436655	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/Nickelodeon/5.jpg
192	nickelodeon	gallery-6	2048	1273	jpeg	365124	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/Nickelodeon/6.jpg
193	nickelodeon	gallery-7	2048	1138	jpeg	264629	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/Nickelodeon/7.jpg
194	nickelodeon	gallery-8	1561	999	jpeg	180054	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/Nickelodeon/8.png
195	nomad	cover	1280	901	jpeg	195351	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and representativeness; approve crop	https://ik.imagekit.io/devrodri/Nomad/1.jpeg
196	nomad	gallery-1	1600	846	jpeg	283570	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/Nomad/2.jpeg
197	nomad	gallery-2	1600	896	jpeg	298126	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/Nomad/3.jpeg
198	nomad	gallery-3	1600	919	jpeg	268657	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/Nomad/4.jpeg
199	nomad	gallery-4	1600	880	jpeg	232269	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/Nomad/5.jpeg
200	nomad	gallery-5	1280	859	jpeg	205539	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/Nomad/6.jpeg
201	nomad	gallery-6	1600	900	jpeg	236582	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/Nomad/7.jpeg
202	nomad	gallery-7	1600	900	jpeg	218678	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/Nomad/8.jpeg
203	nomad	gallery-8	1280	878	jpeg	165223	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/Nomad/9.jpeg
204	oasis	cover	2048	1079	jpeg	594854	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and representativeness; approve crop	https://ik.imagekit.io/devrodri/Oasis/UpDctSXg.jpeg
205	oasis	gallery-1	6000	3000	jpeg	1966604	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/Oasis/9Ew6UaXQ.jpeg
206	oasis	gallery-2	2048	1153	jpeg	315097	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/Oasis/2YIKVQpA.jpeg
207	oasis	gallery-3	2048	1207	jpeg	503666	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/Oasis/TNvGov_Q.jpeg
208	oasis	gallery-4	2048	1153	jpeg	339963	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/Oasis/D2WVuUzw.jpeg
209	oasis	gallery-5	2048	1236	jpeg	300870	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/Oasis/exUc6KXw.jpeg
210	oasis	gallery-6	1600	1095	jpeg	252819	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/Oasis/aKzfLilw.jpeg
211	oasis	gallery-7	1685	948	jpeg	227342	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/Oasis/fGgzBYxQ.jpeg
212	oasis	gallery-8	2048	1152	jpeg	246185	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/Oasis/BHMTHL7g.jpeg
213	okan-tower	cover	1500	857	jpeg	205001	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and representativeness; approve crop	https://ik.imagekit.io/devrodri/Okan%20Tower/EL5TgTFw.jpeg
214	okan-tower	gallery-1	1500	744	jpeg	255898	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/Okan%20Tower/6Y0s1YAQ.jpeg
215	okan-tower	gallery-2	1024	1138	jpeg	292471	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Square or near-square; approved focal point required for landscape cards	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/Okan%20Tower/L85y24PA.jpeg
216	okan-tower	gallery-3	1500	833	jpeg	245175	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/Okan%20Tower/_w8RMS5g.jpeg
217	okan-tower	gallery-4	1500	968	jpeg	244291	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/Okan%20Tower/uXLiABbA.jpeg
218	okan-tower	gallery-5	1500	790	jpeg	273907	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/Okan%20Tower/7fko9BDg.jpeg
219	okan-tower	gallery-6	1500	1000	jpeg	187507	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/Okan%20Tower/djjw9JWA.jpeg
220	okan-tower	gallery-7	1500	682	jpeg	152489	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/Okan%20Tower/kX2RaQuA.jpeg
221	okan-tower	gallery-8	1500	844	jpeg	232194	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/Okan%20Tower/zn3bqFdA.jpeg
222	one-park-tower	cover	1446	820	jpeg	153487	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and representativeness; approve crop	https://ik.imagekit.io/devrodri/One%20Park%20Tower/Group-15431.jpg
223	one-park-tower	gallery-1	2382	1267	jpeg	483519	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/One%20Park%20Tower/Group-15436-2.jpg
224	one-park-tower	gallery-2	1404	795	jpeg	187538	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/One%20Park%20Tower/Group-15395-2.jpg
225	one-park-tower	gallery-3	1175	777	jpeg	160310	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/One%20Park%20Tower/Group-15434.jpg
226	one-park-tower	gallery-4	2560	1600	jpeg	693528	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/One%20Park%20Tower/TU1323_One-Park-Tower_VPInt_01-scaled.jpg
227	one-park-tower	gallery-5	1404	795	jpeg	140538	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/One%20Park%20Tower/Group-15402-2.jpg
228	one-park-tower	gallery-6	1378	781	jpeg	153714	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/One%20Park%20Tower/Group-15419.jpg
229	one-park-tower	gallery-7	1758	1002	jpeg	120394	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/One%20Park%20Tower/Group-15421-2.jpg
230	one-park-tower	gallery-8	1378	781	jpeg	139023	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/One%20Park%20Tower/Group-15420.jpg
231	palma	cover	1600	1198	jpeg	407607	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and representativeness; approve crop	https://ik.imagekit.io/devrodri/Palma/Ekinbtkg.jpeg
232	palma	gallery-1	5000	2500	jpeg	2128987	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/Palma/YGLGGn8Q.jpeg
233	palma	gallery-2	5000	2500	jpeg	716300	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/Palma/Km2ZFxbA.jpg
234	palma	gallery-3	2048	1152	jpeg	321613	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/Palma/1-3oE67g.jpeg
235	palma	gallery-4	1600	1200	jpeg	295893	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/Palma/y-dH-evQ.jpeg
236	palma	gallery-5	1600	1066	jpeg	314164	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/Palma/_gOt7jMQ.jpeg
237	palma	gallery-6	2048	1151	jpeg	249810	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/Palma/Bh6nExSw.jpeg
238	palma	gallery-7	2048	1151	jpeg	268956	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/Palma/eC1S5jbQ.jpeg
239	palma	gallery-8	5000	2273	jpeg	848967	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/Sk7mItag.jpg
240	parkside	cover	1600	1066	jpeg	348502	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and representativeness; approve crop	https://ik.imagekit.io/devrodri/Parkside/y6-PI7-A.jpeg
241	parkside	gallery-1	4000	2000	jpeg	1237324	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/Parkside/nQ34Z0IA.jpeg
242	parkside	gallery-2	2048	1152	jpeg	503429	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/Parkside/SB5S8L6Q.jpeg
243	parkside	gallery-3	4000	2000	jpeg	1126071	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/Parkside/B_lecjew.jpeg
244	parkside	gallery-4	2000	1125	jpeg	390482	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/Parkside/cZ9cx3ag.jpeg
245	parkside	gallery-5	2048	1152	jpeg	313238	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/Parkside/AajnMI9w.jpeg
246	parkside	gallery-6	2048	1152	jpeg	250988	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/Parkside/VoaLqmDQ.jpeg
247	parkside	gallery-7	2048	1280	jpeg	220095	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/Parkside/6Hnxx74A.jpeg
248	parkside	gallery-8	1024	1170	jpeg	275721	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Square or near-square; approved focal point required for landscape cards	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/Parkside/kJTt50zg.jpeg
249	rider	cover	2048	2048	jpeg	618498	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Square or near-square; approved focal point required for landscape cards	Retain provisionally; confirm source, rights and representativeness; approve crop	https://ik.imagekit.io/devrodri/Rider/Db459XMg.jpeg
250	rider	gallery-1	5000	2813	jpeg	3327210	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/Rider/939Bwf8g.jpeg
251	rider	gallery-2	5000	2938	jpeg	3201102	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/Rider/0Rdn2cTA.jpeg
252	rider	gallery-3	2048	1705	jpeg	670888	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Square or near-square; approved focal point required for landscape cards	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/Rider/e3-o0eOw.jpeg
253	rider	gallery-4	5000	2813	jpeg	946520	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/Rider/ph0RAPdg.jpeg
254	rider	gallery-5	2048	1364	jpeg	510042	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/Rider/gojj7BvA.jpeg
255	rider	gallery-6	2048	1364	jpeg	525948	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/Rider/NObbIiIw.jpeg
256	rider	gallery-7	2048	1707	jpeg	467921	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Square or near-square; approved focal point required for landscape cards	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/Rider/xjfhvlsA.jpeg
257	rider	gallery-8	5000	2814	jpeg	2592161	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/Rider/JgjJVkTQ.jpeg
258	seven-park	cover	1600	955	jpeg	295395	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and representativeness; approve crop	https://ik.imagekit.io/devrodri/Seven%20Park/Portada.jpeg?updatedAt=1759349278151
259	seven-park	gallery-1	1600	900	jpeg	239423	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/Seven%20Park/01.jpeg?updatedAt=1759349277487
260	seven-park	gallery-2	1600	1021	jpeg	363984	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/Seven%20Park/1.jpeg?updatedAt=1759349277522
261	seven-park	gallery-3	1280	854	jpeg	152350	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/Seven%20Park/2.jpeg?updatedAt=1759349278070
262	seven-park	gallery-4	1600	941	jpeg	195768	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/Seven%20Park/3.jpeg?updatedAt=1759349277989
263	seven-park	gallery-5	1600	989	jpeg	160322	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/Seven%20Park/4.jpeg?updatedAt=1759349278036
264	seven-park	gallery-6	1600	900	jpeg	304769	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/Seven%20Park/5.jpeg?updatedAt=1759349278236
265	seven-park	gallery-7	1600	1007	jpeg	157975	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/Seven%20Park/6.jpeg?updatedAt=1759349278040
266	seven-park	gallery-8	1024	853	jpeg	122474	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Square or near-square; approved focal point required for landscape cards	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/Seven%20Park/8.jpeg?updatedAt=1759349277531
267	the-standard-brickell	cover	1600	841	jpeg	245308	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and representativeness; approve crop	https://ik.imagekit.io/devrodri/Standard%20Brickell/exterior.jpeg?updatedAt=1770565331852
268	the-standard-brickell	gallery-1	1600	901	jpeg	251302	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/Standard%20Brickell/piscina.jpeg?updatedAt=1770565331923
269	the-standard-brickell	gallery-2	1600	842	jpeg	266459	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/Standard%20Brickell/coworking.jpeg?updatedAt=1770565331922
270	the-standard-brickell	gallery-3	1600	842	jpeg	198841	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/Standard%20Brickell/Boowling.jpeg?updatedAt=1770565331826
271	the-standard-brickell	gallery-4	1600	842	jpeg	214845	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/Standard%20Brickell/Media%20Room.jpeg?updatedAt=1770565331917
272	the-standard-brickell	gallery-5	1600	900	jpeg	162460	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/Standard%20Brickell/SPA.jpeg?updatedAt=1770565331889
273	the-standard-brickell	gallery-6	1600	901	jpeg	270038	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/Standard%20Brickell/Balcon.jpeg?updatedAt=1770565331918
274	the-standard-brickell	gallery-7	1600	938	jpeg	207506	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/Standard%20Brickell/living.jpeg?updatedAt=1770565331886
275	the-standard-brickell	gallery-8	1600	942	jpeg	192871	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/Standard%20Brickell/bedroom.jpeg?updatedAt=1770565331917
276	the-william	cover	1280	1574	jpeg	404403	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Square or near-square; approved focal point required for landscape cards	Retain provisionally; confirm source, rights and representativeness; approve crop	https://ik.imagekit.io/devrodri/The%20William%20residences/1.jpg.webp
277	the-william	gallery-1	1600	1017	jpeg	482264	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/The%20William%20residences/2.jpg.webp
278	the-william	gallery-2	1600	980	jpeg	181001	2026-07-12	200	Resolution sufficient for current web use; editorial relevance and rights unconfirmed	Landscape; define focal point before standardized crop	Retain provisionally; confirm source, rights and editorial need; approve crop before use	https://ik.imagekit.io/devrodri/The%20William%20residences/3.jpg.webp
